Title,Subtitle,Album,Year,Duration,ImageUrl,MusicUrl,Artist,LocalMusicUrl,LocalImageUrl
OUT WEST,"JACKBOYS, Travis Scott ft. Young Thug - JACKBOYS",JACKBOYS,2019,157,https://c.saavncdn.com/393/JACKBOYS-English-2019-20191227034123-150x150.jpg,https://aac.saavncdn.com/393/addccf3bee9d031d6a2b87ff614eb300_96.mp4,"['JACKBOYS', 'Travis Scott']",./music/OUT WEST/OUT WEST.mp3,./music/OUT WEST/OUT WEST.png
Tyler Herro,Jack Harlow - Tyler Herro,Tyler Herro,2020,156,https://c.saavncdn.com/128/Tyler-Herro-English-2020-20201205073224-150x150.jpg,https://aac.saavncdn.com/128/15729631f13c0e0826f4b5df93087247_96.mp4,['Jack Harlow'],./music/Tyler Herro/Tyler Herro.mp3,./music/Tyler Herro/Tyler Herro.png
FRIENDS,"Marshmello, Anne-Marie - FRIENDS",FRIENDS,2018,202,https://c.saavncdn.com/197/FRIENDS-English-2018-20190607042605-150x150.jpg,https://aac.saavncdn.com/197/cfa5f9ca85f99f14e8c037157458e98b_96.mp4,"['Marshmello', 'Anne-Marie']",./music/FRIENDS/FRIENDS.mp3,./music/FRIENDS/FRIENDS.png
Hope,XXXTENTACION - ?,?,2018,112,https://c.saavncdn.com/736/UMG_00842812106736-English-2018-20180316065537-150x150.jpg,https://aac.saavncdn.com/736/d2b086121bde5c5867d2f1159a89cce3_96.mp4,['XXXTENTACION'],./music/Hope/Hope.mp3,./music/Hope/Hope.png
Bad At Love,Halsey - hopeless fountain kingdom,hopeless fountain kingdom,2018,181,https://c.saavncdn.com/547/hopeless-fountain-kingdom-English-2017-20180509230110-150x150.jpg,https://aac.saavncdn.com/547/20af3eba48c98bf76f7f25075003ec93_96.mp4,['Halsey'],./music/Bad At Love/Bad At Love.mp3,./music/Bad At Love/Bad At Love.png
"...And to Those I Love, Thanks for Sticking Around","$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around","...And to Those I Love, Thanks for Sticking Around",2020,168,https://c.saavncdn.com/398/and-to-Those-I-Love-Thanks-for-Sticking-Around-one-last-pic-and-I-ll-be-gone--English-2020-20210119055209-150x150.jpg,https://aac.saavncdn.com/398/1e0012b000abf6c3e5edbc74ff4a1769_96.mp4,['$uicideboy$'],"./music/...And to Those I Love, Thanks for Sticking Around/...And to Those I Love, Thanks for Sticking Around.mp3","./music/...And to Those I Love, Thanks for Sticking Around/...And to Those I Love, Thanks for Sticking Around.png"
Freaky Friday (feat. Chris Brown),Lil Dicky ft. Chris Brown - Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),2018,216,https://c.saavncdn.com/853/Freaky-Friday-feat-Chris-Brown--English-2018-20190607042318-150x150.jpg,https://aac.saavncdn.com/853/56e61acb55ef54465aa218fbb53e7f28_96.mp4,['Lil Dicky'],./music/Freaky Friday/Freaky Friday.mp3,./music/Freaky Friday/Freaky Friday.png
Wasted,Juice WRLD ft. Lil Uzi Vert - Wasted,Wasted,2018,256,https://c.saavncdn.com/663/Wasted-English-2018-20180709150416-150x150.jpg,https://aac.saavncdn.com/663/afaa921746a5d877f454b5690838498c_96.mp4,['Juice WRLD'],./music/Wasted/Wasted.mp3,./music/Wasted/Wasted.png
Space Cadet,Metro Boomin ft. Gunna - NOT ALL HEROES WEAR CAPES,NOT ALL HEROES WEAR CAPES,2018,205,https://c.saavncdn.com/241/NOT-ALL-HEROES-WEAR-CAPES-English-2018-20181101233533-150x150.jpg,https://aac.saavncdn.com/241/b36e63b2748646cd9520c37e06014667_96.mp4,['Metro Boomin'],./music/Space Cadet/Space Cadet.mp3,./music/Space Cadet/Space Cadet.png
Never Forget You,"Zara Larsson, Mnek - So Good",So Good,2017,213,https://c.saavncdn.com/473/So-Good-English-2017-150x150.jpg,https://aac.saavncdn.com/473/1813154aebd6d3360c73c3628603d4fa_96.mp4,"['Zara Larsson', 'Mnek']",./music/Never Forget You/Never Forget You.mp3,./music/Never Forget You/Never Forget You.png
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift - Red (Taylor's Version),Red (Taylor's Version),2021,613,https://c.saavncdn.com/330/Red-Taylor-s-Version--English-2021-20211112114609-150x150.jpg,https://aac.saavncdn.com/330/81d6e409e7b351e667f294f00b390e4f_96.mp4,['Taylor Swift'],./music/All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)/All Too Well (10 Minute Version) (Taylor's Version) (From The Vault).mp3,./music/All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)/All Too Well (10 Minute Version) (Taylor's Version) (From The Vault).png
Enemy (from the series Arcane League of Legends),"Imagine Dragons, Jid, Arcane, League of Legends - Enemy (from the series Arcane League of Legends)",Enemy (from the series Arcane League of Legends),2021,173,https://c.saavncdn.com/943/Enemy-from-the-series-Arcane-League-of-Legends--English-2021-20211028173417-150x150.jpg,https://aac.saavncdn.com/943/0bf0e926b199165c6f54127ddad64e31_96.mp4,"['Imagine Dragons', 'Jid', 'Arcane', 'League of Legends']",./music/Enemy/Enemy.mp3,./music/Enemy/Enemy.png
Savage Remix (feat. Beyoncé),Megan Thee Stallion ft. Beyoncé - Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),2020,242,https://c.saavncdn.com/929/Savage-Remix-feat-Beyonc--English-2020-20201118073343-150x150.jpg,https://aac.saavncdn.com/929/38afbafa6d2201d59976169f4dc20486_96.mp4,['Megan Thee Stallion'],./music/Savage Remix/Savage Remix.mp3,./music/Savage Remix/Savage Remix.png
Sunroof,"Dazy, Nicky Youre - Sunroof",Sunroof,2021,163,https://c.saavncdn.com/063/Sunroof-English-2021-20220920161239-150x150.jpg,https://aac.saavncdn.com/063/a5fa9b926ad8df2990530fe43c04ea8a_96.mp4,"['Dazy', 'Nicky Youre']",./music/Sunroof/Sunroof.mp3,./music/Sunroof/Sunroof.png
Pop Style,Drake - Views,Views,2016,213,https://c.saavncdn.com/521/Views-English-2016-20200713061113-150x150.jpg,https://aac.saavncdn.com/521/c1e55bf2f8542413eb4fd385b3e50b0c_96.mp4,['Drake'],./music/Pop Style/Pop Style.mp3,./music/Pop Style/Pop Style.png
Wolves,"Selena Gomez, Marshmello - Wolves",Wolves,2017,198,https://c.saavncdn.com/404/Wolves-English-2017-20171025165934-150x150.jpg,https://aac.saavncdn.com/404/244795898c441ae61ca596d0a7bdb568_96.mp4,"['Selena Gomez', 'Marshmello']",./music/Wolves/Wolves.mp3,./music/Wolves/Wolves.png
Shut Up and Dance,WALK THE MOON - TALKING IS HARD,TALKING IS HARD,2014,197,https://c.saavncdn.com/689/TALKING-IS-HARD-English-2014-20200211230821-150x150.jpg,https://aac.saavncdn.com/689/1681334c8522f66855b83b2720cb2e32_96.mp4,['WALK THE MOON'],./music/Shut Up and Dance/Shut Up and Dance.mp3,./music/Shut Up and Dance/Shut Up and Dance.png
I Don't Fuck With You,Big Sean - I Don't Fuck With You,I Don't Fuck With You,2014,285,https://c.saavncdn.com/580/I-Don-t-Fuck-With-You-English-2014-150x150.jpg,https://aac.saavncdn.com/580/7759e910690e809996b86f7ac6e6e960_96.mp4,['Big Sean'],./music/I Don't Fuck With You/I Don't Fuck With You.mp3,./music/I Don't Fuck With You/I Don't Fuck With You.png
The Night We Met,Lord Huron - The Night We Met,The Night We Met,2015,208,https://c.saavncdn.com/473/The-Night-We-Met-English-2015-150x150.jpg,https://aac.saavncdn.com/473/25c0567685e233487df2a9050478a3f8_96.mp4,['Lord Huron'],./music/The Night We Met/The Night We Met.mp3,./music/The Night We Met/The Night We Met.png
the remedy for a broken heart (why am I so in love),XXXTENTACION - ?,?,2018,160,https://c.saavncdn.com/736/UMG_00842812106736-English-2018-20180316065537-150x150.jpg,https://aac.saavncdn.com/736/9b4883337b561a466e15a7ad76964cbe_96.mp4,['XXXTENTACION'],./music/the remedy for a broken heart (why am I so in love)/the remedy for a broken heart (why am I so in love).mp3,./music/the remedy for a broken heart (why am I so in love)/the remedy for a broken heart (why am I so in love).png
Put Your Records On,Ritt Momney - Put Your Records On,Put Your Records On,2020,210,https://c.saavncdn.com/458/Put-Your-Records-On-English-2020-20200917001226-150x150.jpg,https://aac.saavncdn.com/458/364993bcfaa24a6e25f75d6de1b344d5_96.mp4,['Ritt Momney'],./music/Put Your Records On/Put Your Records On.mp3,./music/Put Your Records On/Put Your Records On.png
Until I Found You,Stephen Sanchez - Until I Found You,Until I Found You,2021,178,https://c.saavncdn.com/000/Until-I-Found-You-English-2021-20210901105938-150x150.jpg,https://aac.saavncdn.com/000/428bc701b7b9718e6f543cb6b631f5c4_96.mp4,['Stephen Sanchez'],./music/Until I Found You/Until I Found You.mp3,./music/Until I Found You/Until I Found You.png
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth ft. Selena Gomez - Nine Track Mind,Nine Track Mind,2016,217,https://c.saavncdn.com/850/Nine-Track-Mind-English-2016-20190607044034-150x150.jpg,https://aac.saavncdn.com/850/628a6629691b4c030d6df52d0cbd3e5c_96.mp4,['Charlie Puth'],./music/We Don't Talk Anymore/We Don't Talk Anymore.mp3,./music/We Don't Talk Anymore/We Don't Talk Anymore.png
Maniac,Conan Gray - Kid Krow,Kid Krow,2020,187,https://c.saavncdn.com/408/Kid-Krow-English-2020-20200320000834-150x150.jpg,https://aac.saavncdn.com/408/adbeffb0ccb007ec858ddceb6d160266_96.mp4,['Conan Gray'],./music/Maniac/Maniac.mp3,./music/Maniac/Maniac.png
Light It Up (Remix),"Major Lazer ft. Fuse ODG, Nyla - Major Lazer Essentials",Major Lazer Essentials,2018,166,https://c.saavncdn.com/029/Major-Lazer-Essentials-English-2018-20190211194203-150x150.jpg,https://aac.saavncdn.com/029/160ee42511103ad1d05d0beeddfa4a34_96.mp4,['Major Lazer'],./music/Light It Up/Light It Up.mp3,./music/Light It Up/Light It Up.png
Thotiana,BlueFace - Famous Cryp,Famous Cryp,2018,130,https://c.saavncdn.com/223/Famous-Cryp-English-2018-20181218192119-150x150.jpg,https://aac.saavncdn.com/223/67d3c2f9a72bc6451a5d2c7d8bda4ce0_96.mp4,['BlueFace'],./music/Thotiana/Thotiana.mp3,./music/Thotiana/Thotiana.png
Rich Flex,"Drake, 21 Savage - Her Loss",Her Loss,2022,239,https://c.saavncdn.com/180/Her-Loss-English-2022-20221104103657-150x150.jpg,https://aac.saavncdn.com/180/e366ea4e6ea5ec4c0bab783bb3ec4f7f_96.mp4,"['Drake', '21 Savage']",./music/Rich Flex/Rich Flex.mp3,./music/Rich Flex/Rich Flex.png
Bounce Out With That,YBN Nahmir - Bounce out With That,Bounce out With That,2018,99,https://c.saavncdn.com/360/Bounce-Out-With-That-English-2018-20190607042249-150x150.jpg,https://aac.saavncdn.com/360/23e93c05a8aafbb2991656494bc9ebbe_96.mp4,['YBN Nahmir'],./music/Bounce Out With That/Bounce Out With That.mp3,./music/Bounce Out With That/Bounce Out With That.png
Be Like That (feat. Swae Lee &amp; Khalid),"Kane Brown, Swae Lee, Khalid - Be Like That (feat. Swae Lee &amp; Khalid)",Be Like That (feat. Swae Lee &amp; Khalid),2020,191,https://c.saavncdn.com/352/Be-Like-That-feat-Swae-Lee-Khalid--English-2020-20200703225350-150x150.jpg,https://aac.saavncdn.com/352/92609dac90940bc9c50b344ab2db76c6_96.mp4,"['Kane Brown', 'Swae Lee', 'Khalid']",./music/Be Like That/Be Like That.mp3,./music/Be Like That/Be Like That.png
breathin,Ariana Grande - Sweetener,Sweetener,2018,198,https://c.saavncdn.com/022/Sweetener-English-2018-20180816183930-150x150.jpg,https://aac.saavncdn.com/022/ec387a58fedab5d11b15ae9521e856ee_96.mp4,['Ariana Grande'],./music/breathin/breathin.mp3,./music/breathin/breathin.png
Cigarette Daydreams,Cage The Elephant - Melophobia,Melophobia,2013,208,https://c.saavncdn.com/073/Melophobia-English-2013-20180926174551-150x150.jpg,https://aac.saavncdn.com/073/0ef6a92f8e6dcdb5101ded17cade0e8a_96.mp4,['Cage The Elephant'],./music/Cigarette Daydreams/Cigarette Daydreams.mp3,./music/Cigarette Daydreams/Cigarette Daydreams.png
PTSD,"G Herbo ft. Lil Uzi Vert, Juice WRLD, Chance the Rapper - PTSD",PTSD,2020,232,https://c.saavncdn.com/257/PTSD-English-2020-20210415051449-150x150.jpg,https://aac.saavncdn.com/257/e228562c7d7410349e71728ad710de3c_96.mp4,['G Herbo'],./music/PTSD/PTSD.mp3,./music/PTSD/PTSD.png
Capsize,"Frenship, Emily Warren - Capsize",Capsize,2016,237,https://c.saavncdn.com/038/Capsize-English-2016-150x150.jpg,https://aac.saavncdn.com/038/d5cabe3b903ed6f16af5ceef6143ea6a_96.mp4,"['Frenship', 'Emily Warren']",./music/Capsize/Capsize.mp3,./music/Capsize/Capsize.png
Hate The Other Side,"Juice WRLD, Marshmello, The Kid Laroi - Legends Never Die",Legends Never Die,2020,160,https://c.saavncdn.com/302/Legends-Never-Die-English-2020-20200807042144-150x150.jpg,https://aac.saavncdn.com/302/ffd1a7ef89da7012f798cb94dac244c1_96.mp4,"['Juice WRLD', 'Marshmello', 'The Kid Laroi']",./music/Hate The Other Side/Hate The Other Side.mp3,./music/Hate The Other Side/Hate The Other Side.png
Super Freaky Girl,Nicki Minaj - Super Freaky Girl,Super Freaky Girl,2022,171,https://c.saavncdn.com/870/Super-Freaky-Girl-English-2022-20220812093827-150x150.jpg,https://aac.saavncdn.com/870/46d2bda209901ace57f10693426d0b14_96.mp4,['Nicki Minaj'],./music/Super Freaky Girl/Super Freaky Girl.mp3,./music/Super Freaky Girl/Super Freaky Girl.png
Flashing Lights,Kanye West - Graduation,Graduation,2007,237,https://c.saavncdn.com/507/Graduation-Exclusive-Edition-Edited-English-2007-150x150.jpg,https://aac.saavncdn.com/507/ca41a38e7ac141d3dbcc6e6c30e69b12_96.mp4,['Kanye West'],./music/Flashing Lights/Flashing Lights.mp3,./music/Flashing Lights/Flashing Lights.png
Often (Kygo Remix),The Weeknd - Often (Kygo Remix),Often (Kygo Remix),2015,233,https://c.saavncdn.com/802/Often-Kygo-Remix-English-2015-150x150.jpg,https://aac.saavncdn.com/802/8593f85f1778b7fac794fe99c6242dac_96.mp4,['The Weeknd'],./music/Often/Often.mp3,./music/Often/Often.png
Rain On Me,"Lady Gaga, Ariana Grande - Chromatica",Chromatica,2020,182,https://c.saavncdn.com/095/Chromatica-English-2020-20200529000826-150x150.jpg,https://aac.saavncdn.com/095/cbfa85c36e3d853b1431e260932e0d44_96.mp4,"['Lady Gaga', 'Ariana Grande']",./music/Rain On Me/Rain On Me.mp3,./music/Rain On Me/Rain On Me.png
Stuck In A Dream,Lil Mosey ft. Gunna - Certified Hitmaker,Certified Hitmaker,2020,124,https://c.saavncdn.com/351/Certified-Hitmaker-English-2020-20200220231004-150x150.jpg,https://aac.saavncdn.com/351/b033be4bd26698719bd1416cc311fb88_96.mp4,['Lil Mosey'],./music/Stuck In A Dream/Stuck In A Dream.mp3,./music/Stuck In A Dream/Stuck In A Dream.png
Jugaste y Sufrí,Eslabon Armado ft. DannyLux - Corta Venas,Corta Venas,2020,275,https://c.saavncdn.com/401/Corta-Venas-Spanish-2020-20201219021604-150x150.jpg,https://aac.saavncdn.com/401/e4727e199e3b19f0e6000c1dc44b49f5_96.mp4,['Eslabon Armado'],./music/Jugaste y Sufrí/Jugaste y Sufrí.mp3,./music/Jugaste y Sufrí/Jugaste y Sufrí.png
TOES,"DaBaby ft. LiL Baby, Moneybagg Yo - KIRK",KIRK,2019,136,https://c.saavncdn.com/744/KIRK-English-2019-20190927032900-150x150.jpg,https://aac.saavncdn.com/744/b349da0c5711eaf5792d71886966a2df_96.mp4,['DaBaby'],./music/TOES/TOES.mp3,./music/TOES/TOES.png
How Do You Sleep?,Sam Smith - How Do You Sleep?,How Do You Sleep?,2019,201,https://c.saavncdn.com/893/How-Do-You-Sleep--English-2019-20190720032428-150x150.jpg,https://aac.saavncdn.com/893/1a87154e29ee3fa67b904361b90722b6_96.mp4,['Sam Smith'],./music/How Do You Sleep?/How Do You Sleep?.mp3,./music/How Do You Sleep?/How Do You Sleep?.png
PUFFIN ON ZOOTIEZ,Future - I NEVER LIKED YOU,I NEVER LIKED YOU,2022,172,https://c.saavncdn.com/805/I-NEVER-LIKED-YOU-English-2022-20220501070900-150x150.jpg,https://aac.saavncdn.com/805/28e5d34a8121c81a08e1350c343f9aed_96.mp4,['Future'],./music/PUFFIN ON ZOOTIEZ/PUFFIN ON ZOOTIEZ.mp3,./music/PUFFIN ON ZOOTIEZ/PUFFIN ON ZOOTIEZ.png
Fine China,"Future, Juice WRLD - Fine China",Fine China,2018,142,https://c.saavncdn.com/287/Fine-China-English-2018-20181015025459-150x150.jpg,https://aac.saavncdn.com/287/8bf7aa8d697a9cdd7674ccbd80ad34f8_96.mp4,"['Future', 'Juice WRLD']",./music/Fine China/Fine China.mp3,./music/Fine China/Fine China.png
2 Phones,Kevin Gates - Islah,Islah,2016,240,https://c.saavncdn.com/840/Islah-English-2016-150x150.jpg,https://aac.saavncdn.com/840/3da1cad5bccb8822075fe43e632d6e32_96.mp4,['Kevin Gates'],./music/2 Phones/2 Phones.mp3,./music/2 Phones/2 Phones.png
Chandelier,Sia - Chandelier,Chandelier,2014,216,https://c.saavncdn.com/952/Chandelier-2014-150x150.jpg,https://aac.saavncdn.com/952/7b60337183c7d47ead728f94ebb113cb_96.mp4,['Sia'],./music/Chandelier/Chandelier.mp3,./music/Chandelier/Chandelier.png
No Idea,Don Toliver - No Idea,No Idea,2019,154,https://c.saavncdn.com/009/No-Idea-English-2019-20200303170557-150x150.jpg,https://aac.saavncdn.com/009/412f85f22d53bb1748843900fe293577_96.mp4,['Don Toliver'],./music/No Idea/No Idea.mp3,./music/No Idea/No Idea.png
What’s Next,Drake - Scary Hours 2,Scary Hours 2,2021,178,https://c.saavncdn.com/644/Scary-Hours-2-English-2021-20210305195923-150x150.jpg,https://aac.saavncdn.com/644/336668359f789a4409a8791971fa2cac_96.mp4,['Drake'],./music/What’s Next/What’s Next.mp3,./music/What’s Next/What’s Next.png
wokeuplikethis*,Playboi Carti ft. Lil Uzi Vert - Playboi Carti,Playboi Carti,2017,235,https://c.saavncdn.com/831/Playboi-Carti-English-2017-150x150.jpg,https://aac.saavncdn.com/831/45b24afaa60bf465c228b8a397cbb801_96.mp4,['Playboi Carti'],./music/wokeuplikethis*/wokeuplikethis*.mp3,./music/wokeuplikethis*/wokeuplikethis*.png
Después de la Playa,Bad Bunny - Un Verano Sin Ti,Un Verano Sin Ti,2022,230,https://c.saavncdn.com/068/Un-Verano-Sin-Ti-Spanish-2022-20220506051252-150x150.jpg,https://aac.saavncdn.com/068/cc27a82100f156c38965c75539199073_96.mp4,['Bad Bunny'],./music/Después de la Playa/Después de la Playa.mp3,./music/Después de la Playa/Después de la Playa.png
What Ifs,Kane Brown ft. Lauren Alaina - Kane Brown,Kane Brown,2016,188,https://c.saavncdn.com/945/Kane-Brown-English-2016-150x150.jpg,https://aac.saavncdn.com/945/d47343f94137355ade6ecf0cf3ebf2ab_96.mp4,['Kane Brown'],./music/What Ifs/What Ifs.mp3,./music/What Ifs/What Ifs.png
Back To You (Joey Pecoraro Remix),Selena Gomez - Back To You (Joey Pecoraro Remix),Back To You (Joey Pecoraro Remix),2018,226,https://c.saavncdn.com/406/Back-To-You-Joey-Pecoraro-Remix--English-2018-20180808233024-150x150.jpg,https://aac.saavncdn.com/406/d3af8aafd6401deb6ecdc1ddc0b4f2d2_96.mp4,['Selena Gomez'],./music/Back To You/Back To You.mp3,./music/Back To You/Back To You.png
The Woo,"Pop Smoke ft. 50 Cent, Roddy Ricch - Shoot For The Stars Aim For The Moon",Shoot For The Stars Aim For The Moon,2020,201,https://c.saavncdn.com/672/Shoot-For-The-Stars-Aim-For-The-Moon-English-2020-20200703041557-150x150.jpg,https://aac.saavncdn.com/672/1603240c7fc7690f4a511a05103fe725_96.mp4,['Pop Smoke'],./music/The Woo/The Woo.mp3,./music/The Woo/The Woo.png
Don't Stop Believin',Journey - Revelation,Revelation,2007,295,https://c.saavncdn.com/322/Revelation-English-2007-150x150.jpg,https://aac.saavncdn.com/322/d50550b1486857eb669d0e3ce32cf8f9_96.mp4,['Journey'],./music/Don't Stop Believin'/Don't Stop Believin'.mp3,./music/Don't Stop Believin'/Don't Stop Believin'.png
Energy,Drake - If You're Reading This It's Too Late,If You're Reading This It's Too Late,2015,182,https://c.saavncdn.com/915/If-You-re-Reading-This-It-s-Too-Late-English-2015-20200429002552-150x150.jpg,https://aac.saavncdn.com/915/70071ded7f516d09367bd213d99fec9f_96.mp4,['Drake'],./music/Energy/Energy.mp3,./music/Energy/Energy.png
Narcos,Migos - Culture II,Culture II,2018,255,https://c.saavncdn.com/807/Culture-II-English-2018-20180126052957-150x150.jpg,https://aac.saavncdn.com/807/a88e1bd08e956c507a34195431e61849_96.mp4,['Migos'],./music/Narcos/Narcos.mp3,./music/Narcos/Narcos.png
One Thing Right,"Marshmello, Kane Brown - One Thing Right",One Thing Right,2019,181,https://c.saavncdn.com/775/One-Thing-Right-feat-Kane-Brown--English-2019-20190614192149-150x150.jpg,https://aac.saavncdn.com/775/7ca95a7819135fe322e36b63009ce285_96.mp4,"['Marshmello', 'Kane Brown']",./music/One Thing Right/One Thing Right.mp3,./music/One Thing Right/One Thing Right.png
Codeine Dreaming (feat. Lil Wayne),Kodak Black ft. Lil Wayne - Heart Break Kodak (HBK),Heart Break Kodak (HBK),2018,264,https://c.saavncdn.com/991/Heart-Break-Kodak-HBK--English-2018-20190607042317-150x150.jpg,https://aac.saavncdn.com/991/5ba34db1cb39689dab6f7225f3a11b77_96.mp4,['Kodak Black'],./music/Codeine Dreaming/Codeine Dreaming.mp3,./music/Codeine Dreaming/Codeine Dreaming.png
pushin P (feat. Young Thug),"Gunna, Future ft. Young Thug - DS4EVER",DS4EVER,2022,136,https://c.saavncdn.com/519/DS4EVER-English-2022-20220312074404-150x150.jpg,https://aac.saavncdn.com/519/af8a706c9dd883eca4a212d008507776_96.mp4,"['Gunna', 'Future']",./music/pushin P/pushin P.mp3,./music/pushin P/pushin P.png
Chicago Freestyle,"Drake, Giveon - Dark Lane Demo Tapes",Dark Lane Demo Tapes,2020,220,https://c.saavncdn.com/827/Dark-Lane-Demo-Tapes-English-2020-20200501041647-150x150.jpg,https://aac.saavncdn.com/827/145c85849b6381e74aa2000ef5290e47_96.mp4,"['Drake', 'Giveon']",./music/Chicago Freestyle/Chicago Freestyle.mp3,./music/Chicago Freestyle/Chicago Freestyle.png
Party Monster,The Weeknd - Starboy,Starboy,2016,251,https://c.saavncdn.com/372/Starboy-English-2016-150x150.jpg,https://aac.saavncdn.com/372/267770134c25ae186a9d4e81ef7b73a0_96.mp4,['The Weeknd'],./music/Party Monster/Party Monster.mp3,./music/Party Monster/Party Monster.png
Hurricane,Luke Combs - This One's for You,This One's for You,2017,223,https://c.saavncdn.com/401/This-One-s-for-You-English-2017-150x150.jpg,https://aac.saavncdn.com/401/8eeb61c7b3683d159d0d6a2a4f744ec2_96.mp4,['Luke Combs'],./music/Hurricane/Hurricane.mp3,./music/Hurricane/Hurricane.png
Good For You,Selena Gomez ft. A$AP Rocky - Good For You,Good For You,2015,221,https://c.saavncdn.com/590/Good-For-You-English-2015-150x150.jpg,https://aac.saavncdn.com/590/1affc4d0bb839b42092a002c611b2c0d_96.mp4,['Selena Gomez'],./music/Good For You/Good For You.mp3,./music/Good For You/Good For You.png
Look What You Made Me Do,Taylor Swift - reputation,reputation,2017,211,https://c.saavncdn.com/140/reputation-English-2017-20171130120722-150x150.jpg,https://aac.saavncdn.com/140/95f7ab35760059bb270b4c801f3726ad_96.mp4,['Taylor Swift'],./music/Look What You Made Me Do/Look What You Made Me Do.mp3,./music/Look What You Made Me Do/Look What You Made Me Do.png
Pray For Me,"The Weeknd, Kendrick Lamar - Pray For Me",Pray For Me,2018,211,https://c.saavncdn.com/255/Pray-For-Me-English-2018-20180202053248-150x150.jpg,https://aac.saavncdn.com/255/ce27cd35e220a98a463238661784e5e2_96.mp4,"['The Weeknd', 'Kendrick Lamar']",./music/Pray For Me/Pray For Me.mp3,./music/Pray For Me/Pray For Me.png
Relationship (feat. Future),Young Thug ft. Future - Beautiful Thugger Girls,Beautiful Thugger Girls,2017,215,https://c.saavncdn.com/461/Beautiful-Thugger-Girls-English-2017-20190607043008-150x150.jpg,https://aac.saavncdn.com/461/3e3bf32ac96893a11b036d250071a9f4_96.mp4,['Young Thug'],./music/Relationship/Relationship.mp3,./music/Relationship/Relationship.png
golden hour,Jvke - golden hour,golden hour,2022,209,https://c.saavncdn.com/196/golden-hour-English-2022-20220911190044-150x150.jpg,https://aac.saavncdn.com/196/1e9e025b081191cd654d356eae191715_96.mp4,['Jvke'],./music/golden hour/golden hour.mp3,./music/golden hour/golden hour.png
Good as Hell,Lizzo - Coconut Oil,Coconut Oil,2016,159,https://c.saavncdn.com/963/Coconut-Oil-English-2016-20201217014906-150x150.jpg,https://aac.saavncdn.com/963/72f0194e37c26e6b3abda82fe09b4268_96.mp4,['Lizzo'],./music/Good As Hell/Good As Hell.mp3,./music/Good As Hell/Good As Hell.png
PROVENZA,Karol G - PROVENZA,PROVENZA,2022,209,https://c.saavncdn.com/587/PROVENZA-Spanish-2022-20220421053717-150x150.jpg,https://aac.saavncdn.com/587/ad5e7062fb326e72e541f66f7314b64f_96.mp4,['Karol G'],./music/PROVENZA/PROVENZA.mp3,./music/PROVENZA/PROVENZA.png
Scars To Your Beautiful,Alessia Cara - Know-It-All,Know-It-All,2015,230,https://c.saavncdn.com/707/Know-It-All-English-2015-20220404215120-150x150.jpg,https://aac.saavncdn.com/707/6bd649f23117191ec83a0128c70f1a07_96.mp4,['Alessia Cara'],./music/Scars To Your Beautiful/Scars To Your Beautiful.mp3,./music/Scars To Your Beautiful/Scars To Your Beautiful.png
The Kind of Love We Make,Luke Combs - The Kind of Love We Make,The Kind of Love We Make,2022,224,https://c.saavncdn.com/373/The-Kind-of-Love-We-Make-English-2022-20220610024537-150x150.jpg,https://aac.saavncdn.com/373/75274b3c5d3f12b300420398ee5d1758_96.mp4,['Luke Combs'],./music/The Kind of Love We Make/The Kind of Love We Make.mp3,./music/The Kind of Love We Make/The Kind of Love We Make.png
Lights Up,Harry Styles - Lights Up,Lights Up,2019,174,https://c.saavncdn.com/507/Lights-Up-English-2019-20191011032546-150x150.jpg,https://aac.saavncdn.com/507/1217a1af4ad996f1cdabc60ec58d266f_96.mp4,['Harry Styles'],./music/Lights Up/Lights Up.mp3,./music/Lights Up/Lights Up.png
Gyalchester,Drake - More Life,More Life,2017,189,https://c.saavncdn.com/406/More-Life-English-2017-20200328182433-150x150.jpg,https://aac.saavncdn.com/406/62a9f2f0258cca0d915d22ef57fc1de4_96.mp4,['Drake'],./music/Gyalchester/Gyalchester.mp3,./music/Gyalchester/Gyalchester.png
Callaita,"Tainy, Bad Bunny - Callaita",Callaita,2019,250,https://c.saavncdn.com/545/Callaita-Spanish-2019-20190526161607-150x150.jpg,https://aac.saavncdn.com/545/9313b83360791550cd31456769c83c6e_96.mp4,"['Tainy', 'Bad Bunny']",./music/Callaita/Callaita.mp3,./music/Callaita/Callaita.png
IDGAF,Dua Lipa - Dua Lipa,Dua Lipa,2017,218,https://c.saavncdn.com/812/Dua-Lipa-English-2017-150x150.jpg,https://aac.saavncdn.com/812/96bed89f97e4a16d45d7243df0890261_96.mp4,['Dua Lipa'],./music/IDGAF/IDGAF.mp3,./music/IDGAF/IDGAF.png
